activity_id,event_id,agent_sk,lead_sk,campaign_sk,date_key,event_timestamp,event_type,message_length,response_latency_hours,is_converted,created_at
2643,EVT-0002643,4,112,2,20260806,2026-08-06T22:51:43.229057+00:00,INVITE_ACCEPTED,0,19.8,0,2026-08-19 13:16:44
2644,EVT-0002644,4,112,2,20260807,2026-08-07T01:42:55.538756+00:00,MESSAGE_SENT,221,,0,2026-08-19 13:16:44
2645,EVT-0002645,4,50,3,20260806,2026-08-06T09:57:42.455873+00:00,INVITE_SENT,136,,0,2026-08-19 13:16:44
2646,EVT-0002646,4,50,3,20260806,2026-08-06T14:48:57.018115+00:00,INVITE_ACCEPTED,0,23.16,0,2026-08-19 13:16:44
2647,EVT-0002647,4,50,3,20260806,2026-08-06T18:14:27.979393+00:00,MESSAGE_SENT,423,,0,2026-08-19 13:16:44
2648,EVT-0002648,4,69,2,20260806,2026-08-06T13:20:42.455873+00:00,INVITE_SENT,166,,0,2026-08-19 13:16:44
2649,EVT-0002649,4,69,2,20260807,2026-08-07T04:06:26.834568+00:00,INVITE_ACCEPTED,0,18.7,0,2026-08-19 13:16:44
2650,EVT-0002650,4,69,2,20260807,2026-08-07T08:00:41.633534+00:00,MESSAGE_SENT,444,,0,2026-08-19 13:16:44
2651,EVT-0002651,4,88,3,20260806,2026-08-06T13:31:42.455873+00:00,INVITE_SENT,207,,0,2026-08-19 13:16:44
2652,EVT-0002652,4,6,1,20260806,2026-08-06T17:18:42.455873+00:00,INVITE_SENT,175,,0,2026-08-19 13:16:44
2653,EVT-0002653,4,6,1,20260807,2026-08-07T16:47:11.117288+00:00,INVITE_ACCEPTED,0,11.8,0,2026-08-19 13:16:44
2654,EVT-0002654,4,6,1,20260807,2026-08-07T18:58:30.737452+00:00,MESSAGE_SENT,410,,0,2026-08-19 13:16:44
2655,EVT-0002655,5,33,1,20260806,2026-08-06T13:16:42.455873+00:00,INVITE_SENT,159,,0,2026-08-19 13:16:44
2656,EVT-0002656,5,33,1,20260806,2026-08-06T22:44:35.228433+00:00,INVITE_ACCEPTED,0,19.17,0,2026-08-19 13:16:44
2657,EVT-0002657,5,33,1,20260807,2026-08-07T00:20:28.778383+00:00,MESSAGE_SENT,315,,0,2026-08-19 13:16:44
2658,EVT-0002658,5,48,3,20260806,2026-08-06T10:30:42.455873+00:00,INVITE_SENT,280,,0,2026-08-19 13:16:44
2659,EVT-0002659,5,12,2,20260806,2026-08-06T09:32:42.455873+00:00,INVITE_SENT,273,,0,2026-08-19 13:16:44
2660,EVT-0002660,5,12,2,20260807,2026-08-07T00:48:06.196928+00:00,INVITE_ACCEPTED,0,7.52,0,2026-08-19 13:16:44
2661,EVT-0002661,5,12,2,20260807,2026-08-07T04:44:06.466227+00:00,MESSAGE_SENT,330,,0,2026-08-19 13:16:44
2662,EVT-0002662,5,89,3,20260806,2026-08-06T09:20:42.455873+00:00,INVITE_SENT,267,,0,2026-08-19 13:16:44
2663,EVT-0002663,5,2,1,20260806,2026-08-06T15:29:42.455873+00:00,INVITE_SENT,203,,0,2026-08-19 13:16:44
2664,EVT-0002664,5,2,1,20260807,2026-08-07T06:27:49.423113+00:00,INVITE_ACCEPTED,0,2.12,0,2026-08-19 13:16:44
2665,EVT-0002665,5,2,1,20260807,2026-08-07T07:30:17.677886+00:00,MESSAGE_SENT,444,,0,2026-08-19 13:16:44
2666,EVT-0002666,5,2,1,20260807,2026-08-07T18:34:20.906389+00:00,REPLY_RECEIVED,109,3.22,1,2026-08-19 13:16:44
2667,EVT-0002667,5,86,1,20260806,2026-08-06T09:16:42.455873+00:00,INVITE_SENT,264,,0,2026-08-19 13:16:44
2668,EVT-0002668,5,68,2,20260806,2026-08-06T11:28:42.455873+00:00,INVITE_SENT,136,,0,2026-08-19 13:16:44
2669,EVT-0002669,5,29,2,20260806,2026-08-06T16:57:42.455873+00:00,INVITE_SENT,252,,0,2026-08-19 13:16:44
2670,EVT-0002670,5,42,2,20260806,2026-08-06T15:55:42.455873+00:00,INVITE_SENT,130,,0,2026-08-19 13:16:44
2671,EVT-0002671,5,97,2,20260806,2026-08-06T11:42:42.455873+00:00,INVITE_SENT,169,,0,2026-08-19 13:16:44
2672,EVT-0002672,5,97,2,20260807,2026-08-07T04:32:10.155516+00:00,INVITE_ACCEPTED,0,19.91,0,2026-08-19 13:16:44
2673,EVT-0002673,5,97,2,20260807,2026-08-07T05:32:22.231276+00:00,MESSAGE_SENT,423,,0,2026-08-19 13:16:44
2674,EVT-0002674,5,97,2,20260807,2026-08-07T21:26:54.925592+00:00,REPLY_RECEIVED,197,6.56,1,2026-08-19 13:16:44
2675,EVT-0002675,5,5,3,20260806,2026-08-06T12:41:42.455873+00:00,INVITE_SENT,257,,0,2026-08-19 13:16:44
2676,EVT-0002676,5,44,1,20260806,2026-08-06T10:53:42.455873+00:00,INVITE_SENT,186,,0,2026-08-19 13:16:44
2677,EVT-0002677,5,115,2,20260806,2026-08-06T16:50:42.455873+00:00,INVITE_SENT,174,,0,2026-08-19 13:16:44
2678,EVT-0002678,5,47,3,20260806,2026-08-06T14:07:42.455873+00:00,INVITE_SENT,196,,0,2026-08-19 13:16:44
2679,EVT-0002679,5,47,3,20260807,2026-08-07T13:43:07.651474+00:00,INVITE_ACCEPTED,0,12.8,0,2026-08-19 13:16:44
2680,EVT-0002680,5,47,3,20260807,2026-08-07T15:43:37.273145+00:00,MESSAGE_SENT,433,,0,2026-08-19 13:16:44
2681,EVT-0002681,5,117,2,20260806,2026-08-06T10:22:42.455873+00:00,INVITE_SENT,198,,0,2026-08-19 13:16:44
2682,EVT-0002682,5,117,2,20260807,2026-08-07T00:21:52.021450+00:00,INVITE_ACCEPTED,0,22.72,0,2026-08-19 13:16:44
2683,EVT-0002683,5,117,2,20260807,2026-08-07T02:45:26.302716+00:00,MESSAGE_SENT,234,,0,2026-08-19 13:16:44
2684,EVT-0002684,5,117,2,20260807,2026-08-07T17:49:42.077024+00:00,REPLY_RECEIVED,199,13.67,0,2026-08-19 13:16:44
2685,EVT-0002685,5,52,1,20260806,2026-08-06T09:57:42.455873+00:00,INVITE_SENT,177,,0,2026-08-19 13:16:44
2686,EVT-0002686,5,12,1,20260806,2026-08-06T16:44:42.455873+00:00,INVITE_SENT,179,,0,2026-08-19 13:16:44
2687,EVT-0002687,5,48,3,20260806,2026-08-06T11:51:42.455873+00:00,INVITE_SENT,196,,0,2026-08-19 13:16:44
2688,EVT-0002688,5,48,3,20260807,2026-08-07T09:20:25.211723+00:00,INVITE_ACCEPTED,0,16.44,0,2026-08-19 13:16:44
2689,EVT-0002689,5,48,3,20260807,2026-08-07T12:21:07.274560+00:00,MESSAGE_SENT,442,,0,2026-08-19 13:16:44
2690,EVT-0002690,5,101,1,20260806,2026-08-06T16:23:42.455873+00:00,INVITE_SENT,275,,0,2026-08-19 13:16:44
2691,EVT-0002691,5,76,2,20260806,2026-08-06T10:00:42.455873+00:00,INVITE_SENT,267,,0,2026-08-19 13:16:44
2692,EVT-0002692,5,4,2,20260806,2026-08-06T09:02:42.455873+00:00,INVITE_SENT,219,,0,2026-08-19 13:16:44
2693,EVT-0002693,5,4,2,20260806,2026-08-06T23:54:58.295205+00:00,INVITE_ACCEPTED,0,10.18,0,2026-08-19 13:16:44
2694,EVT-0002694,5,4,2,20260807,2026-08-07T01:18:33.345323+00:00,MESSAGE_SENT,285,,0,2026-08-19 13:16:44
2695,EVT-0002695,5,4,2,20260807,2026-08-07T06:32:13.969205+00:00,REPLY_RECEIVED,93,3.74,0,2026-08-19 13:16:44
2696,EVT-0002696,5,94,3,20260806,2026-08-06T17:00:42.455873+00:00,INVITE_SENT,240,,0,2026-08-19 13:16:44
2697,EVT-0002697,5,31,2,20260806,2026-08-06T17:41:42.455873+00:00,INVITE_SENT,189,,0,2026-08-19 13:16:44
2698,EVT-0002698,5,18,2,20260806,2026-08-06T11:00:42.455873+00:00,INVITE_SENT,149,,0,2026-08-19 13:16:44
2699,EVT-0002699,5,73,1,20260806,2026-08-06T16:01:42.455873+00:00,INVITE_SENT,270,,0,2026-08-19 13:16:44
2700,EVT-0002700,5,73,1,20260807,2026-08-07T15:29:14.232997+00:00,INVITE_ACCEPTED,0,3.37,0,2026-08-19 13:16:44
2701,EVT-0002701,5,73,1,20260807,2026-08-07T19:02:10.891112+00:00,MESSAGE_SENT,303,,0,2026-08-19 13:16:44
2702,EVT-0002702,5,86,3,20260806,2026-08-06T10:26:42.455873+00:00,INVITE_SENT,220,,0,2026-08-19 13:16:44
2703,EVT-0002703,5,86,3,20260806,2026-08-06T16:51:38.441896+00:00,INVITE_ACCEPTED,0,3.83,0,2026-08-19 13:16:44
2704,EVT-0002704,5,86,3,20260806,2026-08-06T19:34:00.210868+00:00,MESSAGE_SENT,238,,0,2026-08-19 13:16:44
2705,EVT-0002705,5,25,1,20260806,2026-08-06T13:06:42.455873+00:00,INVITE_SENT,123,,0,2026-08-19 13:16:44
2706,EVT-0002706,5,27,2,20260806,2026-08-06T13:32:42.455873+00:00,INVITE_SENT,266,,0,2026-08-19 13:16:44
2707,EVT-0002707,5,69,3,20260806,2026-08-06T14:44:42.455873+00:00,INVITE_SENT,264,,0,2026-08-19 13:16:44
2708,EVT-0002708,5,84,2,20260806,2026-08-06T13:18:42.455873+00:00,INVITE_SENT,176,,0,2026-08-19 13:16:44
2709,EVT-0002709,5,84,2,20260806,2026-08-06T17:26:05.911474+00:00,INVITE_ACCEPTED,0,11.14,0,2026-08-19 13:16:44
2710,EVT-0002710,5,84,2,20260806,2026-08-06T20:39:30.021402+00:00,MESSAGE_SENT,373,,0,2026-08-19 13:16:44
2711,EVT-0002711,5,84,2,20260807,2026-08-07T11:22:46.747050+00:00,REPLY_RECEIVED,94,8.51,1,2026-08-19 13:16:44
2712,EVT-0002712,1,31,2,20260807,2026-08-07T11:39:42.455873+00:00,INVITE_SENT,121,,0,2026-08-19 13:16:44
2713,EVT-0002713,1,46,1,20260807,2026-08-07T15:18:42.455873+00:00,INVITE_SENT,227,,0,2026-08-19 13:16:44
2714,EVT-0002714,1,2,1,20260807,2026-08-07T16:34:42.455873+00:00,INVITE_SENT,139,,0,2026-08-19 13:16:44
2715,EVT-0002715,2,26,1,20260807,2026-08-07T13:22:42.455873+00:00,INVITE_SENT,132,,0,2026-08-19 13:16:44
2716,EVT-0002716,2,26,1,20260808,2026-08-08T00:23:13.696769+00:00,INVITE_ACCEPTED,0,19.12,0,2026-08-19 13:16:44
2717,EVT-0002717,2,26,1,20260808,2026-08-08T01:38:56.893603+00:00,MESSAGE_SENT,255,,0,2026-08-19 13:16:44
2718,EVT-0002718,2,108,3,20260807,2026-08-07T09:03:42.455873+00:00,INVITE_SENT,165,,0,2026-08-19 13:16:44
2719,EVT-0002719,2,108,3,20260807,2026-08-07T16:55:07.254961+00:00,INVITE_ACCEPTED,0,18.46,0,2026-08-19 13:16:44
2720,EVT-0002720,2,108,3,20260807,2026-08-07T20:08:09.953239+00:00,MESSAGE_SENT,408,,0,2026-08-19 13:16:44
2721,EVT-0002721,2,25,3,20260807,2026-08-07T11:09:42.455873+00:00,INVITE_SENT,244,,0,2026-08-19 13:16:44
2722,EVT-0002722,2,78,2,20260807,2026-08-07T16:20:42.455873+00:00,INVITE_SENT,268,,0,2026-08-19 13:16:44
2723,EVT-0002723,2,113,2,20260807,2026-08-07T15:48:42.455873+00:00,INVITE_SENT,236,,0,2026-08-19 13:16:44
2724,EVT-0002724,2,113,1,20260807,2026-08-07T13:26:42.455873+00:00,INVITE_SENT,231,,0,2026-08-19 13:16:44
2725,EVT-0002725,2,113,1,20260808,2026-08-08T11:40:16.276398+00:00,INVITE_ACCEPTED,0,8.46,0,2026-08-19 13:16:44
2726,EVT-0002726,2,113,1,20260808,2026-08-08T13:37:56.545498+00:00,MESSAGE_SENT,416,,0,2026-08-19 13:16:44
2727,EVT-0002727,2,84,1,20260807,2026-08-07T09:03:42.455873+00:00,INVITE_SENT,273,,0,2026-08-19 13:16:44
2728,EVT-0002728,2,80,3,20260807,2026-08-07T17:19:42.455873+00:00,INVITE_SENT,171,,0,2026-08-19 13:16:44
2729,EVT-0002729,2,57,1,20260807,2026-08-07T16:35:42.455873+00:00,INVITE_SENT,239,,0,2026-08-19 13:16:44
2730,EVT-0002730,3,120,1,20260807,2026-08-07T14:41:42.455873+00:00,INVITE_SENT,272,,0,2026-08-19 13:16:44
2731,EVT-0002731,3,69,1,20260807,2026-08-07T17:36:42.455873+00:00,INVITE_SENT,169,,0,2026-08-19 13:16:44
2732,EVT-0002732,3,15,2,20260807,2026-08-07T10:44:42.455873+00:00,INVITE_SENT,152,,0,2026-08-19 13:16:44
2733,EVT-0002733,3,15,2,20260808,2026-08-08T07:15:28.717004+00:00,INVITE_ACCEPTED,0,23.3,0,2026-08-19 13:16:44
2734,EVT-0002734,3,15,2,20260808,2026-08-08T11:14:46.885241+00:00,MESSAGE_SENT,392,,0,2026-08-19 13:16:44
2735,EVT-0002735,3,83,2,20260807,2026-08-07T16:07:42.455873+00:00,INVITE_SENT,209,,0,2026-08-19 13:16:44
2736,EVT-0002736,3,26,3,20260807,2026-08-07T14:32:42.455873+00:00,INVITE_SENT,186,,0,2026-08-19 13:16:44
2737,EVT-0002737,3,54,3,20260807,2026-08-07T17:31:42.455873+00:00,INVITE_SENT,160,,0,2026-08-19 13:16:44
2738,EVT-0002738,3,70,2,20260807,2026-08-07T15:39:42.455873+00:00,INVITE_SENT,123,,0,2026-08-19 13:16:44
2739,EVT-0002739,3,43,3,20260807,2026-08-07T10:24:42.455873+00:00,INVITE_SENT,226,,0,2026-08-19 13:16:44
2740,EVT-0002740,3,56,1,20260807,2026-08-07T17:01:42.455873+00:00,INVITE_SENT,139,,0,2026-08-19 13:16:44
2741,EVT-0002741,3,76,2,20260807,2026-08-07T12:22:42.455873+00:00,INVITE_SENT,168,,0,2026-08-19 13:16:44
2742,EVT-0002742,3,6,1,20260807,2026-08-07T14:20:42.455873+00:00,INVITE_SENT,215,,0,2026-08-19 13:16:44
2743,EVT-0002743,3,6,1,20260808,2026-08-08T14:09:52.964905+00:00,INVITE_ACCEPTED,0,6.66,0,2026-08-19 13:16:44
2744,EVT-0002744,3,6,1,20260808,2026-08-08T18:08:19.413801+00:00,MESSAGE_SENT,442,,0,2026-08-19 13:16:44
2745,EVT-0002745,3,6,1,20260809,2026-08-09T06:31:06.842318+00:00,REPLY_RECEIVED,51,1.67,0,2026-08-19 13:16:44
2746,EVT-0002746,3,69,1,20260807,2026-08-07T10:50:42.455873+00:00,INVITE_SENT,260,,0,2026-08-19 13:16:44
2747,EVT-0002747,3,69,1,20260808,2026-08-08T00:56:07.147610+00:00,INVITE_ACCEPTED,0,18.13,0,2026-08-19 13:16:44
2748,EVT-0002748,3,69,1,20260808,2026-08-08T03:01:48.623654+00:00,MESSAGE_SENT,317,,0,2026-08-19 13:16:44
2749,EVT-0002749,3,69,1,20260808,2026-08-08T04:37:33.455049+00:00,REPLY_RECEIVED,123,3.93,0,2026-08-19 13:16:44
2750,EVT-0002750,3,4,2,20260807,2026-08-07T13:38:42.455873+00:00,INVITE_SENT,160,,0,2026-08-19 13:16:44
2751,EVT-0002751,3,4,2,20260808,2026-08-08T00:43:25.993697+00:00,INVITE_ACCEPTED,0,4.39,0,2026-08-19 13:16:44
2752,EVT-0002752,3,4,2,20260808,2026-08-08T04:16:09.414387+00:00,MESSAGE_SENT,282,,0,2026-08-19 13:16:44
2753,EVT-0002753,4,1,1,20260807,2026-08-07T09:08:42.455873+00:00,INVITE_SENT,237,,0,2026-08-19 13:16:44
2754,EVT-0002754,4,1,1,20260807,2026-08-07T11:47:20.401477+00:00,INVITE_ACCEPTED,0,12.89,0,2026-08-19 13:16:44
2755,EVT-0002755,4,1,1,20260807,2026-08-07T13:52:11.360656+00:00,MESSAGE_SENT,427,,0,2026-08-19 13:16:44
2756,EVT-0002756,4,54,1,20260807,2026-08-07T15:35:42.455873+00:00,INVITE_SENT,276,,0,2026-08-19 13:16:44
2757,EVT-0002757,4,54,1,20260808,2026-08-08T01:05:46.503401+00:00,INVITE_ACCEPTED,0,6.2,0,2026-08-19 13:16:44
2758,EVT-0002758,4,54,1,20260808,2026-08-08T03:28:54.702572+00:00,MESSAGE_SENT,416,,0,2026-08-19 13:16:44
2759,EVT-0002759,4,74,2,20260807,2026-08-07T15:30:42.455873+00:00,INVITE_SENT,270,,0,2026-08-19 13:16:44
2760,EVT-0002760,4,74,2,20260808,2026-08-08T03:19:29.458490+00:00,INVITE_ACCEPTED,0,2.79,0,2026-08-19 13:16:44
2761,EVT-0002761,4,74,2,20260808,2026-08-08T05:24:24.897845+00:00,MESSAGE_SENT,398,,0,2026-08-19 13:16:44
2762,EVT-0002762,4,74,2,20260808,2026-08-08T14:00:13.734073+00:00,REPLY_RECEIVED,131,14.53,0,2026-08-19 13:16:44
2763,EVT-0002763,4,24,3,20260807,2026-08-07T10:59:42.455873+00:00,INVITE_SENT,207,,0,2026-08-19 13:16:44
2764,EVT-0002764,4,85,3,20260807,2026-08-07T11:33:42.455873+00:00,INVITE_SENT,187,,0,2026-08-19 13:16:44
2765,EVT-0002765,4,73,1,20260807,2026-08-07T14:55:42.455873+00:00,INVITE_SENT,169,,0,2026-08-19 13:16:44
2766,EVT-0002766,4,23,3,20260807,2026-08-07T09:38:42.455873+00:00,INVITE_SENT,225,,0,2026-08-19 13:16:44
2767,EVT-0002767,4,23,3,20260807,2026-08-07T18:05:06.403780+00:00,INVITE_ACCEPTED,0,4.6,0,2026-08-19 13:16:44
2768,EVT-0002768,4,23,3,20260807,2026-08-07T19:30:28.544502+00:00,MESSAGE_SENT,234,,0,2026-08-19 13:16:44
2769,EVT-0002769,4,25,1,20260807,2026-08-07T12:31:42.455873+00:00,INVITE_SENT,151,,0,2026-08-19 13:16:44
2770,EVT-0002770,4,25,1,20260808,2026-08-08T03:59:04.258116+00:00,INVITE_ACCEPTED,0,22.31,0,2026-08-19 13:16:44
2771,EVT-0002771,4,25,1,20260808,2026-08-08T06:35:38.075599+00:00,MESSAGE_SENT,300,,0,2026-08-19 13:16:44
2772,EVT-0002772,4,14,3,20260807,2026-08-07T11:30:42.455873+00:00,INVITE_SENT,131,,0,2026-08-19 13:16:44
2773,EVT-0002773,4,108,3,20260807,2026-08-07T14:10:42.455873+00:00,INVITE_SENT,243,,0,2026-08-19 13:16:44
2774,EVT-0002774,4,108,3,20260808,2026-08-08T00:42:58.570734+00:00,INVITE_ACCEPTED,0,22.75,0,2026-08-19 13:16:44
2775,EVT-0002775,4,108,3,20260808,2026-08-08T01:44:40.642818+00:00,MESSAGE_SENT,255,,0,2026-08-19 13:16:44
2776,EVT-0002776,4,14,3,20260807,2026-08-07T17:03:42.455873+00:00,INVITE_SENT,199,,0,2026-08-19 13:16:44
2777,EVT-0002777,4,14,3,20260808,2026-08-08T00:55:57.379500+00:00,INVITE_ACCEPTED,0,19.06,0,2026-08-19 13:16:44
2778,EVT-0002778,4,14,3,20260808,2026-08-08T01:56:54.155131+00:00,MESSAGE_SENT,326,,0,2026-08-19 13:16:44
2779,EVT-0002779,4,40,2,20260807,2026-08-07T16:34:42.455873+00:00,INVITE_SENT,202,,0,2026-08-19 13:16:44
2780,EVT-0002780,4,40,2,20260808,2026-08-08T14:36:40.314520+00:00,INVITE_ACCEPTED,0,3.03,0,2026-08-19 13:16:44
2781,EVT-0002781,4,40,2,20260808,2026-08-08T16:11:47.610366+00:00,MESSAGE_SENT,328,,0,2026-08-19 13:16:44
2782,EVT-0002782,4,12,3,20260807,2026-08-07T12:45:42.455873+00:00,INVITE_SENT,182,,0,2026-08-19 13:16:44
2783,EVT-0002783,4,53,2,20260807,2026-08-07T12:44:42.455873+00:00,INVITE_SENT,222,,0,2026-08-19 13:16:44
2784,EVT-0002784,4,53,2,20260807,2026-08-07T16:37:22.793941+00:00,INVITE_ACCEPTED,0,14.13,0,2026-08-19 13:16:44
2785,EVT-0002785,4,53,2,20260807,2026-08-07T19:22:04.424220+00:00,MESSAGE_SENT,288,,0,2026-08-19 13:16:44
2786,EVT-0002786,4,53,2,20260808,2026-08-08T05:24:07.766513+00:00,REPLY_RECEIVED,163,16.37,1,2026-08-19 13:16:44
2787,EVT-0002787,4,10,3,20260807,2026-08-07T16:38:42.455873+00:00,INVITE_SENT,244,,0,2026-08-19 13:16:44
2788,EVT-0002788,4,10,3,20260808,2026-08-08T07:22:29.873414+00:00,INVITE_ACCEPTED,0,8.64,0,2026-08-19 13:16:44
2789,EVT-0002789,4,10,3,20260808,2026-08-08T08:32:34.697038+00:00,MESSAGE_SENT,233,,0,2026-08-19 13:16:44
2790,EVT-0002790,4,10,3,20260808,2026-08-08T22:54:42.168834+00:00,REPLY_RECEIVED,145,6.92,0,2026-08-19 13:16:44
2791,EVT-0002791,4,76,3,20260807,2026-08-07T11:25:42.455873+00:00,INVITE_SENT,120,,0,2026-08-19 13:16:44
2792,EVT-0002792,4,76,3,20260807,2026-08-07T14:30:42.061513+00:00,INVITE_ACCEPTED,0,8.15,0,2026-08-19 13:16:44
2793,EVT-0002793,4,76,3,20260807,2026-08-07T17:30:28.630403+00:00,MESSAGE_SENT,311,,0,2026-08-19 13:16:44
2794,EVT-0002794,4,76,3,20260808,2026-08-08T08:00:31.654516+00:00,REPLY_RECEIVED,167,3.1,1,2026-08-19 13:16:44
2795,EVT-0002795,4,80,2,20260807,2026-08-07T15:48:42.455873+00:00,INVITE_SENT,123,,0,2026-08-19 13:16:44
2796,EVT-0002796,4,93,1,20260807,2026-08-07T12:25:42.455873+00:00,INVITE_SENT,142,,0,2026-08-19 13:16:44
2797,EVT-0002797,4,93,1,20260808,2026-08-08T11:33:49.366125+00:00,INVITE_ACCEPTED,0,19.07,0,2026-08-19 13:16:44
2798,EVT-0002798,4,93,1,20260808,2026-08-08T14:34:13.920367+00:00,MESSAGE_SENT,266,,0,2026-08-19 13:16:44
2799,EVT-0002799,4,93,1,20260808,2026-08-08T21:51:13.840094+00:00,REPLY_RECEIVED,75,9.38,0,2026-08-19 13:16:44
2800,EVT-0002800,4,114,3,20260807,2026-08-07T13:02:42.455873+00:00,INVITE_SENT,180,,0,2026-08-19 13:16:44
2801,EVT-0002801,4,34,1,20260807,2026-08-07T17:17:42.455873+00:00,INVITE_SENT,257,,0,2026-08-19 13:16:44
2802,EVT-0002802,4,26,3,20260807,2026-08-07T13:04:42.455873+00:00,INVITE_SENT,248,,0,2026-08-19 13:16:44
2803,EVT-0002803,4,115,2,20260807,2026-08-07T09:30:42.455873+00:00,INVITE_SENT,177,,0,2026-08-19 13:16:44
2804,EVT-0002804,4,115,2,20260807,2026-08-07T20:16:53.904761+00:00,INVITE_ACCEPTED,0,18.68,0,2026-08-19 13:16:44
2805,EVT-0002805,4,115,2,20260807,2026-08-07T22:05:29.214910+00:00,MESSAGE_SENT,333,,0,2026-08-19 13:16:44
2806,EVT-0002806,4,119,1,20260807,2026-08-07T16:11:42.455873+00:00,INVITE_SENT,229,,0,2026-08-19 13:16:44
2807,EVT-0002807,5,65,3,20260807,2026-08-07T16:58:42.455873+00:00,INVITE_SENT,248,,0,2026-08-19 13:16:44
2808,EVT-0002808,5,116,1,20260807,2026-08-07T12:29:42.455873+00:00,INVITE_SENT,241,,0,2026-08-19 13:16:44
2809,EVT-0002809,5,6,2,20260807,2026-08-07T13:34:42.455873+00:00,INVITE_SENT,211,,0,2026-08-19 13:16:44
2810,EVT-0002810,5,74,1,20260807,2026-08-07T12:59:42.455873+00:00,INVITE_SENT,247,,0,2026-08-19 13:16:44
2811,EVT-0002811,5,74,1,20260808,2026-08-08T04:27:36.117993+00:00,INVITE_ACCEPTED,0,18.9,0,2026-08-19 13:16:44
2812,EVT-0002812,5,74,1,20260808,2026-08-08T08:22:14.095763+00:00,MESSAGE_SENT,334,,0,2026-08-19 13:16:44
2813,EVT-0002813,5,84,2,20260807,2026-08-07T15:26:42.455873+00:00,INVITE_SENT,159,,0,2026-08-19 13:16:44
2814,EVT-0002814,5,109,3,20260807,2026-08-07T13:11:42.455873+00:00,INVITE_SENT,124,,0,2026-08-19 13:16:44
2815,EVT-0002815,5,27,3,20260807,2026-08-07T17:48:42.455873+00:00,INVITE_SENT,259,,0,2026-08-19 13:16:44
2816,EVT-0002816,5,73,2,20260807,2026-08-07T15:55:42.455873+00:00,INVITE_SENT,188,,0,2026-08-19 13:16:44
2817,EVT-0002817,5,76,2,20260807,2026-08-07T12:37:42.455873+00:00,INVITE_SENT,249,,0,2026-08-19 13:16:44
2818,EVT-0002818,5,34,1,20260807,2026-08-07T14:43:42.455873+00:00,INVITE_SENT,211,,0,2026-08-19 13:16:44
2819,EVT-0002819,5,53,3,20260807,2026-08-07T13:09:42.455873+00:00,INVITE_SENT,203,,0,2026-08-19 13:16:44
2820,EVT-0002820,5,98,3,20260807,2026-08-07T12:46:42.455873+00:00,INVITE_SENT,191,,0,2026-08-19 13:16:44
2821,EVT-0002821,5,44,3,20260807,2026-08-07T15:07:42.455873+00:00,INVITE_SENT,205,,0,2026-08-19 13:16:44
2822,EVT-0002822,5,109,2,20260807,2026-08-07T12:48:42.455873+00:00,INVITE_SENT,226,,0,2026-08-19 13:16:44
2823,EVT-0002823,5,18,1,20260807,2026-08-07T10:35:42.455873+00:00,INVITE_SENT,187,,0,2026-08-19 13:16:44
2824,EVT-0002824,5,18,1,20260808,2026-08-08T02:42:05.533000+00:00,INVITE_ACCEPTED,0,16.64,0,2026-08-19 13:16:44
2825,EVT-0002825,5,18,1,20260808,2026-08-08T06:19:57.997749+00:00,MESSAGE_SENT,303,,0,2026-08-19 13:16:44
2826,EVT-0002826,5,78,2,20260807,2026-08-07T16:24:42.455873+00:00,INVITE_SENT,242,,0,2026-08-19 13:16:44
2827,EVT-0002827,5,111,2,20260807,2026-08-07T11:54:42.455873+00:00,INVITE_SENT,180,,0,2026-08-19 13:16:44
2828,EVT-0002828,5,111,2,20260807,2026-08-07T15:32:30.303075+00:00,INVITE_ACCEPTED,0,9.79,0,2026-08-19 13:16:44
2829,EVT-0002829,5,111,2,20260807,2026-08-07T16:34:50.270455+00:00,MESSAGE_SENT,263,,0,2026-08-19 13:16:44
2830,EVT-0002830,5,45,1,20260807,2026-08-07T15:40:42.455873+00:00,INVITE_SENT,164,,0,2026-08-19 13:16:44
2831,EVT-0002831,5,85,1,20260807,2026-08-07T11:27:42.455873+00:00,INVITE_SENT,195,,0,2026-08-19 13:16:44
2832,EVT-0002832,5,94,3,20260807,2026-08-07T11:20:42.455873+00:00,INVITE_SENT,233,,0,2026-08-19 13:16:44
2833,EVT-0002833,5,94,3,20260807,2026-08-07T22:30:45.652842+00:00,INVITE_ACCEPTED,0,21.48,0,2026-08-19 13:16:44
2834,EVT-0002834,5,94,3,20260808,2026-08-08T02:22:59.608969+00:00,MESSAGE_SENT,388,,0,2026-08-19 13:16:44
2835,EVT-0002835,5,7,2,20260807,2026-08-07T11:38:42.455873+00:00,INVITE_SENT,264,,0,2026-08-19 13:16:44
2836,EVT-0002836,5,7,2,20260808,2026-08-08T09:09:02.460512+00:00,INVITE_ACCEPTED,0,9.06,0,2026-08-19 13:16:44
2837,EVT-0002837,5,7,2,20260808,2026-08-08T12:37:31.047498+00:00,MESSAGE_SENT,358,,0,2026-08-19 13:16:44
2838,EVT-0002838,5,48,2,20260807,2026-08-07T11:23:42.455873+00:00,INVITE_SENT,250,,0,2026-08-19 13:16:44
2839,EVT-0002839,5,50,2,20260807,2026-08-07T13:06:42.455873+00:00,INVITE_SENT,156,,0,2026-08-19 13:16:44
2840,EVT-0002840,5,74,1,20260807,2026-08-07T17:48:42.455873+00:00,INVITE_SENT,144,,0,2026-08-19 13:16:44
